{'question_str': '年をとると、だんだん新しい考え方が _______ にくくなる。', 'question_choices': "{'1': 'うけあい', '2': 'うけいれ', '3': 'うけとり', '4': 'うけもち'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'このアンケートに協力するかしないかは自由で、________ はしないということにしたい。', 'question_choices': "{'1': '圧迫', '2': '強制', '3': '催促', '4': '一致'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'アップルは１０億ドルの赤字に _______ し、１９９１年に７０ドルだった株価は１４ドルと低迷した。', 'question_choices': "{'1': '転落', '2': '減少', '3': '緊縮', '4': '締付'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '_______ のほうの女の子がファッションショーで見るみたいな優雅な足取りですばやく去った。', 'question_choices': "{'1': '小売', '2': '小銭', '3': '小柄', '4': '小児'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'ワシントン条約は、サイの角の国際取引を _______ いるが、ベトナムや中国への密輸はなくならない。', 'question_choices': "{'1': '案じて', '2': '禁じて', '3': '報じて', '4': '興じて'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'もちろん、こうしたロシアの動きを受けて、北極圏の他の国々も軍事面で北方を注視するようになり、_______ も北に移している。', 'question_choices': "{'1': '軍隊力', '2': '軍艦力', '3': '軍事力', '4': '軍備力'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'そのとき、かなたからサイレンの音が聞こえ、疲労 _______ が自分に重くのしかかるのを感じた。', 'question_choices': "{'1': '力', '2': '感', '3': '覚', '4': '性'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '密猟からサイを守るための _______ は、ほぼマイケルのような飼育家の肩にのしかかっているのが現状だ。', 'question_choices': "{'1': '負担', '2': '厄介', '3': '積載', '4': '干渉'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '体力が回復するまで二、三週間 _______ にして、抗生物質と流動食を与える必要がある。', 'question_choices': "{'1': '沈静', '2': '平和', '3': '安静', '4': '円満'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この仕事には特別な資格はいらないが、日本語がある程度できることが _______ 。', 'question_choices': "{'1': 'のぞましい', '2': 'ふさわしい', '3': 'まちどおしい', '4': 'めざましい'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '彼は _______ 性格でみんなに好かれている。', 'question_choices': "{'1': '明確な', '2': '明解な', '3': '明朗な', '4': '明白な'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '首相の軽率な発言で、良好であった両国の関係が _______ 。', 'question_choices': "{'1': 'きずきはじめた', '2': 'きたえはじめた', '3': 'きしみはじめた', '4': 'きざみはじめた'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'わたしの秘書はとても _______ がいいので助かっている。', 'question_choices': "{'1': 'てぎわ', '2': 'しらべ', '3': 'こころえ', '4': 'うちわけ'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この都市は、周辺から人が集まりすぎて _______ 状態だ。', 'question_choices': "{'1': '過密', '2': '窮屈', '3': '不潔', '4': '不服'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '無辜の者が _______ されるという不正義ほど理不尽なものはこの世に存在しない。', 'question_choices': "{'1': '裁決', '2': '所見', '3': '審判', '4': '処罰'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'Ｘ線撮影をして、_______ 出血の徴候がないことを確認した。', 'question_choices': "{'1': '内', '2': '上', '3': '中', '4': '下'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この国内取引禁止措置は、近く _______ されるかもしれない。', 'question_choices': "{'1': '解約', '2': '解放', '3': '解釈', '4': '解除'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '店舗の大きさはブランドの価値を示すと社長は _______ した。', 'question_choices': "{'1': '識別', '2': '指摘', '3': '認定', '4': '束縛'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '波打ち _______ では、鳥たちが目を凝らしてエサをついばんでいる。', 'question_choices': "{'1': '際', '2': '辺', '3': '側', '4': '端'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'Suicaの _______ は、実は国鉄時代から進められてきた。', 'question_choices': "{'1': '搾取', '2': '収奪', '3': '拓殖', '4': '開発'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '国内取引を解禁することには _______ な反対論もある。', 'question_choices': "{'1': '堅調', '2': '強硬', '3': '健全', '4': '固体'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'これから、この経験を仕事に _______ いきたいと思う。', 'question_choices': "{'1': '生かして', '2': '慣れて', '3': '使って', '4': '努力して'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '最近仕事が忙しくて、社員は _______ 気味だ。', 'question_choices': "{'1': '過多', '2': '過剰', '3': '過労', '4': '過密'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '周囲の人々の気持ちに _______ して対策を考えるべきだ。', 'question_choices': "{'1': '気配', '2': '配慮', '3': '配置', '4': '分配'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '知らない漢字でも、その部首を見て意味を _______ できることがある。', 'question_choices': "{'1': '予知', '2': '予言', '3': '推進', '4': '類推'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'たいこの音が聞こえてきて、祭りの _______ がいちだんと盛り上がってきた。', 'question_choices': "{'1': 'ブーム', '2': 'ポーズ', '3': 'ムード', '4': 'リード'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '自然保護を _______ に入れた開発計画が大事だ。', 'question_choices': "{'1': '思考', '2': '想像', '3': '促進', '4': '考慮'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '科学技術の歴史からみると、コンピューターの発明は _______ できごとだった。', 'question_choices': "{'1': '画期的な', '2': '周期的な', '3': '定期的な', '4': '末期的な'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '高い木に登っている子供が落ちはしないかと、大人は _______ して見ている。', 'question_choices': "{'1': 'はらはら', '2': 'ひらひら', '3': 'ぶかぶか', '4': 'ふらふち'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '大型の台風が近づいているので、きょうは出発を _______ ことにした。', 'question_choices': "{'1': '見はからう', '2': '見ならう', '3': '見のがす', '4': '見あわせる'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'あれ、まだ家にいたんですか。_______ もう出かけたのだと思っていました。', 'question_choices': "{'1': 'きっかり', '2': 'てっきり', '3': 'じっくり', '4': 'きっちり'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'けがをしたが、その場ですぐ _______ 処置をしたので、大事にはいたらなかった。', 'question_choices': "{'1': '救援', '2': '救助', '3': '応急', '4': '応援'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '年をとったせいか、何をするのも _______ 。', 'question_choices': "{'1': 'まぎらわしい', '2': 'なやましい', '3': 'みすぼらしい', '4': 'わずらわしい'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この古い寺の庭は _______ がある。', 'question_choices': "{'1': 'おおすじ', '2': 'おもむき', '3': 'おとも', '4': 'おそれ'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '計画がうまく行くように、みんなで作戦を _______ 。', 'question_choices': "{'1': 'こめた', '2': 'ねった', '3': 'ほどこした', '4': 'あつらえた'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'テレビ番組の表現が差別的だったので、さっそく放送局に _______ した。', 'question_choices': "{'1': '協議', '2': '決議', '3': '抗議', '4': '物議'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '仕事はできるだけ早めに始めるように _______ いる。', 'question_choices': "{'1': 'いどんで', '2': 'とりくんで', '3': 'こころがけて', '4': 'はかどって'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '田中さんは目上の人にはていねいだが、下の人にはとても _______ なる。', 'question_choices': "{'1': 'おろかに', '2': 'おろそかに', '3': 'ぞんざいに', '4': 'つきなみに'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '始めて会った瞬間、_______ 的にこの人とはうまくいくと思った。', 'question_choices': "{'1': '主観', '2': '悲観', '3': '予感', '4': '直感'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '彼は仕事に対する _______ があまい。', 'question_choices': "{'1': '常識', '2': '知識', '3': '認識', '4': '見識'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '彼は将来 _______ 小説家だ。', 'question_choices': "{'1': '有効な', '2': '有利な', '3': '有益な', '4': '有望な'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '彼は _______ 勢いで仕事を片付けていった。', 'question_choices': "{'1': 'もうれつな', '2': 'ものずきな', '3': 'だいたんな', '4': 'たくみな'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この深刻な不況の中で、_______ 見通しを持つ人は少ない。', 'question_choices': "{'1': '間接的な', '2': '平均的な', '3': '楽観的な', '4': '伝統的な'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '人間関係でこんなに苦労するなら、_______ この会社をやめてしまおう。', 'question_choices': "{'1': 'いっこうに', '2': 'いっしんに', '3': 'いったい', '4': 'いっそ'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '建物に入るのに、いちいち証明書を見せなければならないので、本当に _______ 。', 'question_choices': "{'1': 'わずらわしい', '2': 'まちどおしい', '3': 'みすぼらしい', '4': 'はなはだしい'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この選手は _______ が足りないので、いつも最後に負けてしまう。', 'question_choices': "{'1': 'はげみ', '2': 'はずみ', '3': 'ねばり', '4': 'むすび'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '田中さんは一生信念を\u3000_______ 。', 'question_choices': "{'1': 'はたした', '2': 'うちこんだ', '3': 'やりとげた', '4': 'つらぬいた'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '投票日は明日だが、彼が当選するのはほぼ _______ だろう。', 'question_choices': "{'1': '確実', '2': '的確', '3': '確保', '4': '正確'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この団体は国際交流に寄与することを目的として、昨年 _______ した。', 'question_choices': "{'1': '発足', '2': '発生', '3': '発作', '4': '発進'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '若さを _______ にはどうすればいいか、その人に聞いてみたい。', 'question_choices': "{'1': 'ためる', '2': 'たやす', '3': 'たもつ', '4': 'たよる'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '堀さんは _______ が広いから、それについての専門家を紹介してもらうといい。', 'question_choices': "{'1': 'くち', '2': 'かお', '3': 'まゆ', '4': 'みみ'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '畑に _______ コムギが芽を出した。', 'question_choices': "{'1': 'ました', '2': 'まった', '3': 'まいた', '4': 'まげた'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '林さんは、いつも _______ 洋服を着ているので、みんなのあこがれの的だ。', 'question_choices': "{'1': 'エレガントな', '2': 'コントロールな', '3': 'ナンセンスな', '4': 'プラスチックな'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '有利な証言をしてくれとたのんだが、_______ ことわられた。', 'question_choices': "{'1': 'がっくりと', '2': 'きっかりと', '3': 'きっぱりと', '4': 'くっきりと'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '佐藤さんは、ホテルの予約が難しいと聞いただけで、_______ 旅行をあきらめた。', 'question_choices': "{'1': 'あっさり', '2': 'うんざり', '3': 'げっそり', '4': 'じっくり'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '彼は朗らかな人で、_______ のある話し方で、職場の雰囲気を明るくしてくれる。', 'question_choices': "{'1': 'ユーモア', '2': 'ニュアンス', '3': 'チャンス', '4': 'タイミング'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '洪水で鉄道が不通になり、復旧の _______ はまだ立っていない。', 'question_choices': "{'1': 'ほど', '2': 'まと', '3': 'あと', '4': 'めど'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'そんなことをすると、_______ を疑われますよ。', 'question_choices': "{'1': '良性', '2': '良好', '3': '良質', '4': '良識'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '仕事の _______ にほかの用事をすませました。', 'question_choices': "{'1': '合間', '2': '手間', '3': '空間', '4': '仲間'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'ご注文内容にかかわらず、送料は全国\u3000\x81_______\u3000２５０円です。', 'question_choices': "{'1': 'いちがい', '2': 'いちりつ', '3': 'いっさい', '4': 'いちめん'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '事故で電車が止まって遅刻しそうになったが、バスに乗り換えたので、_______ 間に合った。', 'question_choices': "{'1': 'おのずから', '2': 'かろうじて', '3': 'やむをえず', '4': 'ことによると'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '高齢者の人口が急に増えて、お年寄りを介護する人材の _______ が間に合わない。', 'question_choices': "{'1': '生育', '2': '成熟', '3': '生長', '4': '養成'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '病院は日曜と祝日は休みだが、_______ の場合は診てもらえる。', 'question_choices': "{'1': '異常', '2': '緊急', '3': '多忙', '4': '不意'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'あの店員は、来たばかりのころは自信なさそうに _______ していたが、今はすっかり落ち着いた。', 'question_choices': "{'1': 'いやいや', '2': 'おどおど', '3': 'ぐずぐず', '4': 'だらだら'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'サッカーの試合に優勝したとき、胸に熱いものが _______ きた。', 'question_choices': "{'1': 'こぼれて', '2': 'こみあげて', '3': 'そそいで', '4': 'ながれて'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '大気汚染の対策として、車の排気ガス _______ が強化された。', 'question_choices': "{'1': '規制', '2': '規格', '3': '規模', '4': '規約'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '疲れているようですから、自宅で十分に _______ を取ってください。', 'question_choices': "{'1': '休日', '2': '休業', '3': '休養', '4': '休憩'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この決議は _______ 一致で採択された。', 'question_choices': "{'1': '満足', '2': '満員', '3': '満身', '4': '満場'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '鈴木さんは _______ がいいから、どんな洋服でもよく似合う。', 'question_choices': "{'1': 'スタイル', '2': 'スマート', '3': 'ストップ', '4': 'スタミナ'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'いくら努力しても成果があがらないので、_______ なってきた。', 'question_choices': "{'1': 'とうとく', '2': 'むなしく', '3': 'ひさしく', '4': 'たやすく'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '電車の中で突然気分が悪くなったが、親切な人が _______ してくれた。', 'question_choices': "{'1': '救済', '2': '養護', '3': '介抱', '4': '奨励'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '母は病気のせいで食べるものにいろいろ _______ がある。', 'question_choices': "{'1': '拘束', '2': '制限', '3': '束縛', '4': '統制'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'このいすは _______ はいいが、すわり心地が悪い。', 'question_choices': "{'1': 'モデル', '2': 'ジャンル', '3': 'デザイン', '4': 'デッサン'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'この辞書は、今いちばん\u3000_______ がある日本語の辞書と言われている。', 'question_choices': "{'1': '威力', '2': '迫力', '3': '権威', '4': '権限'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '真の国際交流とは何かを考えなければならない _______ にきている。', 'question_choices': "{'1': '期間', '2': '期限', '3': '時間', '4': '時期'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '台風の進路がそれたので、被害は _______ 。', 'question_choices': "{'1': 'のがした', '2': 'しのいだ', '3': 'まぬがれた', '4': 'よけた'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '彼の話は焦点が _______ いて、理解しにくい。', 'question_choices': "{'1': 'ほどけて', '2': 'ぼやけて', '3': 'とぼけて', '4': 'ぼやいて'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '山田さんは、きょうのこの会のために、_______ 遠くから来てくださいました。', 'question_choices': "{'1': 'たっぷり', '2': 'わざわざ', '3': 'じっくり', '4': 'つくづく'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': 'うちの子は運転が乱暴で、事故を起こすのではないかと、わたしはいつも _______ している。', 'question_choices': "{'1': 'おどおど', '2': 'しみじみ', '3': 'はらはら', '4': 'ぼつぼつ'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '平行な二つの直線は決して _______ 。', 'question_choices': "{'1': 'まじえない', '2': 'まじらない', '3': 'まざらない', '4': 'まじわらない'}", 'question_answer': '4', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '小さな子が一人で留守番をするなんて、さぞ _______ ことだろう。', 'question_choices': "{'1': 'うっとうしい', '2': 'こころぼそい', '3': 'なさけない', '4': 'ものたりない'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '駅前の再開発工事は、順調にいけば来年の10月に完了する _______ だ。', 'question_choices': "{'1': '見合い', '2': '見込み', '3': '見積もり', '4': '見晴らし'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '高速道路で制限速度を50キロ _______ して走り、スピード違反でつかまった。', 'question_choices': "{'1': 'アップ', '2': 'オーバー', '3': 'マーク', '4': 'チェンジ'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '森林の木を _______ に切ると、災害が起きやすくなる。', 'question_choices': "{'1': '非公開', '2': '無計画', '3': '不平等', '4': '未開発'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '朝の _______ 空気を胸一杯に吸った。', 'question_choices': "{'1': 'すがすがい', '2': 'わかわかしい', '3': 'まなぱなしい', '4': 'なれなれしい'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '非常時には、 _______ 行動が要求される。', 'question_choices': "{'1': '切実な', '2': '敏感な', '3': '迅速な', '4': '頻繁な'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '外国での生活に _______ できない。', 'question_choices': "{'1': '反応', '2': '応用', '3': '適応', '4': '応答'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '疲れていたせいか、ゆうべは _______ 眠れました。', 'question_choices': "{'1': 'ぐったり', '2': 'ぐっすり', '3': 'げっそり', '4': 'こっそり'}", 'question_answer': '2', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '田中さんの結婚パーティーは、とても _______ だった。', 'question_choices': "{'1': 'なごやか', '2': 'ゆるやか', '3': 'おろそか', '4': 'しなやか'}", 'question_answer': '1', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
{'question_str': '', 'question_choices': "{'1': '政府が、この問題にどう', '2': '_______', '3': 'しましたか？', '4': '対面', '5': '対比', '6': '対処', '7': '対等'}", 'question_answer': '3', 'question_level': 'n1', 'question_explanation': '', 'question_type': 'vocabulary', 'question_topics': ''}
